병원명,전화번호,소재지,사업자등록번호,,,,
수호 동물병원,319867119,경기도 김포시 북변동,,,,,
수호동물병원,333759275,강원도 영월군 영월읍 하송리,,,,,
수호동물병원,539820275,대구광역시 동구 봉무동,,,,,
수호천사동물병원,314517582,경기도 안양시 동안구 호계동,123-25-08235,,,,
순동물병원,515167585,부산광역시 금정구 장전동,,,,,
순수동물병원,312628700,경기도 용인시 수지구 풍덕천동,,,,,
순정축협 동물병원,635336831,전라북도 정읍시 북면 한교리,,,,,
순창 동물병원,,전라북도 순창군 순창읍 남계리,,,,,
순천만동물병원,617279110,전라남도 순천시 신대리,,,,,
순풍동물병원,,대구광역시 북구 태전동,,,,,
순풍동물병원,312393303,경기도 수원시 권선구 세류동,,,,,
순흥동물병원,617444956,전라남도 순천시 장천동,,,,,
숲동물병원,517427585,부산광역시 해운대구 우동,,,,,
숲속동물병원,3180035999,경기도 화성시 반송동,,,,,
숲속동물병원,,경기도 용인시 처인구 남사면 아곡리,,,,,
숲속동물병원,552640088,경상남도 창원시 상남동,,,,,
숲속동물병원,313178275,경기도 시흥시 신천동,656-48-00178,,,,
숲속동물병원,327524575,인천광역시 중구 중산동,,,,,
숲속동물병원,24929303,서울특별시 중랑구 면목동,,,,,
숲속동물병원,,충청남도 아산시 배방읍 공수리,,,,,
슈르 동물병원,,경기도 과천시 원문동,,,,,
슈슈 동물병원,,대전광역시 유성구 상대동,,,,,
스누피 동물병원,632417275,전라북도 전주시 덕진구 인후동1가,,,,,
스누피동물병원,313970071,경기도 군포시 산본동,638-16-00413,,,,
스누피동물병원,29717511,서울특별시 노원구 공릉동,,,,,
스누피동물병원,28677776,서울특별시 관악구 신림동,,,,,
스누피동물병원,424868878,대전광역시 서구 둔산동,,,,,
스마일 동물병원,313755975,경기도 오산시 수청동,,,,,
스마일동물병원,7040648275,경상남도 김해시 외동,,,,,
스마일동물병원,2.77008E+17,울산광역시 남구 무거동,,,,,
스마일동물병원,226675666,서울특별시 강서구 내발산동,,,,,
스마일동물병원,634668886,전라북도 군산시 나운동,,,,,
스마일동물병원,632731202,전라북도 전주시 덕진구 송천동2가,,,,,
스마일동물병원,519017384,부산광역시 강서구 범방동,,,,,
스마일동물병원,515317588,부산광역시 해운대구 반여동,,,,,
스마일동물병원,,경기도 용인시 처인구 마평동,,,,,
스마일동물병원,426263075,대전광역시 대덕구 중리동,,,,,
스마일동물병원(출장전문진료병원),,경상남도 김해시 내덕동,,,,,
스마일동물의료센터,,경상북도 경주시 황성동,,,,,
스마일양한방동물병원,,경기도 파주시 금촌동,,,,,
스마일플러스동물병원,29767582,서울특별시 노원구 공릉동,,,,,
스마트 동물병원,29877588,서울특별시 강북구 미아동,,,,,
스마트 정형외과 신경외과 동물병원,,서울특별시 강남구 신사동,,,,,
스마트동물병원,7627942,,,,,,
스마트동물병원,222420175,서울특별시 동대문구 장안동,623-12-00354,,,,
스마트동물병원,319138820,경기도 고양시 일산동구 장항동,,,,,
스마트동물병원,29527582,서울특별시 노원구 상계동,384-21-00198,,,,
스마트동물병원,25547582,서울특별시 강남구 대치동,120-11-17290,,,,
스마트동물병원,512611891,부산광역시 사하구 다대동,,,,,
스마트동물병원,557812275,경상남도 양산시 물금읍 가촌리,,,,,
스마트동물병원 강동암사점,24428875,,807-19-00096,,,,
스마트동물병원 성북길음점,29415575,서울특별시 성북구 길음동,102-18-53230,,,,
스마트동물병원(병점점),312397582,경기도 화성시 진안동,,,,,
스마트동물병원군자점,24647582,서울특별시 광진구 중곡동,,,,,
스마트피그클리닉,,충청남도 천안시 서북구 성환읍 송덕리,,,,,
스머프동물병원,29697582,서울특별시 은평구 응암동,,,,,
스머프동물병원,29697582,서울특별시 은평구 응암동,,,,,
스카이동물병원,552730075,경상남도 창원시 성산구 상남동,,,,,
스카이동물병원,515068875,부산광역시 동래구 온천동,,,,,
스카이동물병원,318967590,경기도 용인시 수지구 신봉동,,,,,
스칸디동물병원,317597579,경기도 성남시 수정구 창곡동,,,,,
스킨앤이어동물병원,24173021,서울특별시 송파구 송파동,,,,,
스타동물병원,314106125,경기도 안산시 단원구 고잔동,,,,,
스타동물병원,312940082,경기도 수원시 권선구 금곡동,,,,,
스타동물병원,518197588,부산광역시 부산진구 전포동,,,,,
스타동물병원,315288575,경기도 남양주시 별내동,,,,,
스타동물병원,432119669,충청북도 청주시 청원구 오창읍 양청리,,,,,
스타동물병원,,경기도 김포시 장기동,,,,,
스테이동물병원,222827501,서울특별시 성동구 옥수동,,,,,
스토리동물병원,515037501,부산광역시 동래구 사직동,,,,,
스펀지동물병원,517461075,부산광역시 해운대구 우동,,,,,
승원 동물병원,,경상남도 통영시 북신동,,,,,
승재동물병원 약품,,전라북도 임실군 오수면 오수리,,,,,
시그널동물병원,,서울특별시 영등포구 신길동,,,,,
시드니동물병원,317237508,경기도 성남시 수정구 태평동,,,,,
시드니종합동물병원,324377588,인천광역시 미추홀구 주안동,,,,,
시마동물병원,29087585,서울특별시 노원구 상계동,,,,,
시민동물병원,24564466,서울특별시 광진구 자양동,,,,,
시민동물병원,324264545,인천광역시 미추홀구 주안동,,,,,
시민동물병원,514645975,부산광역시 동구 초량동,,,,,
시민종합동물병원,319117346,경기도 고양시 일산서구 주엽동,,,,,
시소동물병원,613711129,전라남도 화순군 화순읍 훈리,,,,,
시온동물병원,4768275,,,,,,
시온동물병원,226929290,서울특별시 강서구 화곡동,,,,,
시온동물병원,,전라남도 무안군 일로읍 월암리,,,,,
시종동물병원,614711873,전라남도 영암군 영암읍 동무리,,,,,
시지동물병원,537915945,대구광역시 수성구 시지동,,,,,
시티종합동물병원,315557588,경기도 구리시 교문동,,,,,
시화종합동물병원,315070082,경기도 시흥시 정왕동,,,,,
시흥24시센트럴동물의료센터,314322475,경기도 시흥시 정왕동,,,,,
시흥동물병원,313137780,경기도 시흥시 대야동,,,,,
신개금동물병원,,부산광역시 부산진구 개금동,,,,,
신공항동물병원,327514598,인천광역시 중구 운남동,,,,,
신광동물병원,547517070,경상북도 경주시 건천읍 건천리,,,,,
신길 온동물병원,28487975,서울특별시 영등포구 신길동,,,,,
신내동물병원,234220001,서울특별시 중랑구 중화동,,,,,
신대동물병원,,전라남도 순천시 신대리,,,,,
신대방동물메디컬,552632600,경상남도 창원시 성산구 대방동,,,,,
신도림S동물의료센터,,서울특별시 구로구 신도림동,,,,,
신도림동물병원,226363992,서울특별시 구로구 신도림동,,,,,
신도시동물병원,517036996,부산광역시 해운대구 좌동,,,,,
신도안동물병원,428417533,충청남도 계룡시 엄사면 엄사리,,,,,
신동,,충청남도 공주시 신관동,,,,,
신동물메디컬센터,313526633,경기도 화성시 향남읍 행정리,,,,,
신동물병원,314457505,경기도 안양시 만안구 안양동,,,,,
신동물병원,,충청북도 청주시 흥덕구 오송읍 상정리,,,,,
신라동물병원,547438888,경상북도 경주시 성건동,,,,,
신림종합동물병원,28775599,서울특별시 관악구 신림동,,,,,
신마산동물병원,552469989,경상남도 창원시 마산합포구 월남동4가,,,,,
신반포종합동물병원,25370075,서울특별시 서초구 반포동,,,,,
신베트,416348767,충청남도 홍성군 홍성읍 월산리,,,,,
신병헌동물병원,513046455,부산광역시 사상구 덕포동,,,,,
신사동물병원,25494505,서울특별시 강남구 논현동,,,,,
신성가축병원,559640095,경상남도 함양군 함양읍 용평리,,,,,
신성가축병원,,충청남도 당진군 우강면 송산리,,,,,
신성동물병원,428630700,대전광역시 유성구 신성동,,,,,
신성동물병원,512028275,부산광역시 사하구 괴정동,,,,,
신성동물병원,,경기도 포천시 내촌면 내리,,,,,
신성동물약품병원,,전라북도 남원시 왕정동,,,,,
신세계 동물병원,25377412,서울특별시 서초구 반포동,114-05-34838,,,,
신세계 동물병원,622267585,광주광역시 동구 호남동,,,,,
신세계동물병원,,경상북도 예천군 호명면 오천리,,,,,
신세계동물병원,548587553,경상북도 안동시 명륜동,,,,,
신세계동물병원,542739636,경상북도 포항시 남구 해도동,,,,,
신세계동물병원,6387975,,,,,,
신세계동물병원,537516693,대구광역시 수성구 수성동1가,,,,,
신세계동물병원,,경상북도 구미시 송정동,,,,,
신세계동물병원,324687533,인천광역시 남동구 만수동,,,,,
신세계동물의료센터,326147588,경기도 부천시 심곡본동,,,,,
신세계동물의료센터,553679123,경상남도 양산시 물금읍 가촌리,,,,,
신안가축병원,,경상남도 산청군 신안면 하정리,,,,,
신안동물병원,612716014,전라남도 신안군 압해읍 신장리,,,,,
신영동물병원,232171081,서울특별시 서대문구 홍은동,,,,,
신영재동물병원,325520075,인천광역시 계양구 병방동,,,,,
신영통동물병원,312049006,경기도 수원시 영통구 망포동,,,,,
신원동물메디컬센터,23810507,경기도 고양시 덕양구 신원동,,,,,
신월동물병원,226077582,서울특별시 양천구 신월동,,,,,
신유성동물병원,428225081,대전광역시 유성구 장대동,,,,,
신일산동물병원,319046681,경기도 고양시 일산동구 마두동,,,,,
신일환동물병원,616821010,전라남도 여수시 학동,,,,,
신장가축병원,317612014,경기도 광주시 역동,,,,,
신장동물병원,317915578,경기도 하남시 천현동,,,,,
신정 동물병원,226977576,서울특별시 양천구 신정동,,,,,
신정동물병원,,전라남도 나주시 죽림동,,,,,
신제주동물병원,647442992,제주특별자치도 제주시 노형동,,,,,
신진가축병원,319765100,경기도 고양시 일산서구 일산동,,,,,
신진동물병원,324638801,인천광역시 남동구 만수동,,,,,
신창동물병원,629520750,광주광역시 광산구 신창동,,,,,
신창동물병원,29929414,서울특별시 도봉구 창동,,,,,
신천동물병원,,서울특별시 송파구 잠실동,,,,,
신천동물병원,313153727,경기도 시흥시 신천동,,,,,
신촌동물병원,8770675(6,경기도 의정부시 가능동,,,,,
신탄진 동물병원,429317582,대전광역시 대덕구 신탄진동,,,,,
신통방통 동물병원,325523369,인천광역시 계양구 작전동,,,,,
신퍼피클럽 동물병원,328218275,인천광역시 연수구 연수동,,,,,
신풍동물종합병원,28357572,서울특별시 영등포구 신길동,,,,,
신한동물병원,,대구광역시 북구 칠성동2가,,,,,
신현동물병원,556368272,경상남도 거제시 고현동,,,,,
신화,,충청남도 서산시 동문동,,,,,
신흥동물병원,334342206,강원도 홍천군 홍천읍 신장대리,,,,,
신흥동물병원,317322423,경기도 성남시 수정구 신흥동,129-25-91111,,,,
신흥동물병원,432129117,충청북도 청주시 상당구 율량동,,,,,
신흥동물병원,114059500,충청남도 홍성군 광천읍 신진리,,,,,
신흥동물병원(산업동물병원),432129117,충청북도 청주시 청원구 내수읍 구성리,,,,,
심동물병원,,전라남도 곡성군 옥과면 리문리,,,,,
심동물병원,7088265882,충청남도 부여군 규암면 규암리,,,,,
심바동물병원,25230275,서울특별시 서초구 방배동,857-19-01144,,,,
심재웅동물병원,222447755,서울특별시 동대문구 휘경동,,,,,
심재훈동물병원,316624805,경기도 평택시 지산동,,,,,
십자가축병원,559313135,경상남도 합천군 초계면 초계리,,,,,
쌤아저씨,425314405,대전광역시 서구 내동,,,,,
썬애니멀크리닉,,경기도 용인시 기흥구 구갈동,,,,,
쓰담동물병원,323297599,경기도 부천시 중동,,,,,
쓰담쓰담 동물병원,29277585,서울특별시 성북구 종암동,,,,,
씨밀레동물병원,24707905,서울특별시 송파구 풍납동,,,,,
씨엔에프 팜테크,,제주특별자치도 제주시 연동,,,,,
씨엘동물병원,314257512,경기도 안양시 동안구 관양동,,,,,
아나파동물병원,328767585,인천광역시 미추홀구 주안동,,,,,
아나푸게동물메디컬센터,625243663,광주광역시 북구 용봉동,,,,,
아델 동물병원,25220222,서울특별시 서초구 서초동,,,,,
아델동물병원,,경기도 김포시 운양동,,,,,
아띠동물병원,319856125,경기도 김포시 장기동,,,,,
아띠동물의료센터,262428275,서울특별시 동대문구 전농동,,,,,
아라동물병원,647278442,제주특별자치도 제주시 아라일동,,,,,
아라양돈동물병원,,경기도 이천시 설성면 제요리,,,,,
아라종합동물병원,328860079,인천광역시 미추홀구 주안동,,,,,
아란종합동물병원,29057588,서울특별시 노원구 월계동,,,,,
아람동물병원,28357975,서울특별시 영등포구 신길동,,,,,
아랑동물병원,555523071,경상남도 창원시 진해구 용원동,,,,,
아름다운 동물병원,328347583,인천광역시 연수구 송도동,886-40-00453,,,,
아름다운동물병원,323257588,경기도 부천시 상동,,,,,
아름동물병원,317067595,경기도 성남시 분당구 이매동,,,,,
아름동물병원,437313935,충청북도 옥천군 옥천읍 삼양리,,,,,
아름드리동물병원,312137514,경기도 수원시 영통구 하동,,,,,
아리 동물병원,,강원도 화천군 화천읍 아리,,,,,
아리랑동물메디컬센터,632235311,전라북도 전주시 완산구 중화산동2가,,,,,
아리랑동물병원,,전라남도 화순군 화순읍 삼천리,,,,,
아리스타동물의료센터,419094141,충청남도 천안시 서북구 불당동,403-77-00216,,,,
아림동물병원,,경상남도 거창군 거창읍 김천리,,,,,
아마존,319727582,경기도 고양시 덕양구 행신동,,,,,
아마존 동물병원,325557502,인천광역시 계양구 임학동,,,,,
아마존동물병원,316133872,경기도 화성시 봉담읍 와우리,,,,,
아마존동물병원,315640075,경기도 구리시 교문동,,,,,
아빠손동물병원,2827553,,,,,,
아산동물의료센터,,충청남도 아산시 용화동,,,,,
아산동물의료센터,517277522,부산광역시 기장군 정관읍 매학리,,,,,
아산아이윌24시동물메디컬센터,415323332,충청남도 아산시 풍기동,,,,,
아산축산업협동조합(동물병원),415447744,충청남도 아산시 염치읍 방현리,,,,,
아시아동물병원,,경기도 화성시 양감면 신왕리,,,,,
아이동물병원,316310045,경기도 이천시 진리동,,,,,
아이들 동물병원,632735575,전라북도 전주시 덕진구 만성동,,,,,
아이디펫 동물병원,518638638,부산광역시 연제구 연산동,,,,,
아이러브 동물병원,312417551,경기도 수원시 장안구 송죽동,124-52-03428,,,,
아이러브펫 동물병원 작전점,5.52759E+17,인천광역시 계양구 작전동,,,,,
아이러브펫동물병원,25978985,서울특별시 관악구 남현동,109-06-32136,,,,
아이러브펫동물병원,328757566,인천광역시 미추홀구 용현동,,,,,
아이러브펫동물병원,323248575,경기도 부천시 상동,,,,,
아이러브펫동물병원(신도림점),234397533,서울특별시 구로구 신도림동,,,,,
아이러브펫동물병원둔산점,422372654,대전광역시 서구 둔산동,135-27-78136,,,,
아이벳,317670175,경기도 광주시 오포읍 문형리,,,,,
아이본 동물병원,24555975,서울특별시 광진구 자양동,,,,,
아이봄 동물병원,24337515,서울특별시 중랑구 신내동,539-06-01417,,,,
아이사랑동물병원,29460011,서울특별시 강북구 미아동,681-56-00413,,,,
아이센텀 동물메디컬센터,517460075,부산광역시 해운대구 우동,,,,,
아이앤지동물병원,517025575,부산광역시 해운대구 좌동,507-26-00665,,,,
아이엠 동물병원,23382475,서울특별시 마포구 서교동,,,,,
아이원 동물병원,222178930,서울특별시 동대문구 답십리동,562-35-00913,,,,
아이웰 동물의료센터,220881375,서울특별시 마포구 염리동,295-33-00547,,,,
아이윌24시동물병원,269257021,서울특별시 강남구 청담동,,,,,
아이유동물메디컬센터,316040975,경기도 성남시 수정구 창곡동,,,,,
아이즈동물병원,336468841,강원도 강릉시 옥천동,,,,,
아이케어 동물병원,325647600,인천광역시 서구 청라동,306-32-08390,,,,
아이튼튼 동물병원,28997580,경기도 광명시 일직동,,,,,
아이파크 24시 동물병원,552222475,경상남도 창원시 마산합포구 신포동1가,,,,,
아이파크 동물병원,552222475,경상남도 창원시 마산합포구 해운동,,,,,
아이펫동물병원,317817501,경기도 성남시 분당구 야탑동,,,,,
아이펫동물병원,535731175,대구광역시 서구 평리동,,,,,
아이피드동물병원,,대전광역시 서구 월평동,,,,,
아이힐 동물병원,25613375,서울특별시 강남구 역삼동,,,,,
아인동물병원,,충청북도 청주시 흥덕구 복대동,,,,,
아인동물의료센터,,충청북도 청주시 흥덕구 복대동,,,,,
아인스 동물병원,3180558565,경기도 화성시 목동,,,,,
아인스동물병원,222130075,서울특별시 동대문구 장안동,305-51-65929,,,,
아임동물병원,316634987,경기도 평택시 고덕면 여염리,,,,,
아주동물병원,,경상남도 거제시 아주동,,,,,
아지동물병원,260857750,서울특별시 성동구 금호동4가,,,,,
아차산동물병원,24527580,서울특별시 광진구 구의동,,,,,
아쿠아 종합동물병원,553332967,경상남도 김해시 삼문동,,,,,
아크리스동물의료센터,25837582,서울특별시 강남구 삼성동,369-26-00404,,,,
아프리카 동물병원,317057776,경기도 성남시 분당구 서현동,,,,,
아프리카 동물병원,632478874,전라북도 전주시 덕진구 인후동1가,,,,,
아프리카 동물병원,532913336,대구광역시 북구 침산동,504-22-25669,,,,
아프리카동물병원,"0316565975, 01032834034",경기도 안성시 공도읍 진사리,,,,,
아프리카동물병원,27731119,서울특별시 용산구 후암동,,,,,
아프리카동물병원,325087582,인천광역시 부평구 부개동,,,,,
아프리카동물병원,328337575,인천광역시 연수구 옥련동,,,,,
아프리카동물병원,24267722,서울특별시 강동구 강일동,,,,,
아프리카동물병원,28338275,서울특별시 영등포구 대림동,,,,,
아프지말게 동물병원,23073355,서울특별시 마포구 상암동,,,,,
안 수의과병원,,충청남도 아산시 모종동,,,,,
안강가축병원,547612227,경상북도 경주시 강동면 인동리,,,,,
안녕동물병원,3180073103,경기도 수원시 영통구 원천동,,,,,
안단테 동물병원,24767582,서울특별시 강동구 천호동,342-03-01016,,,,
안동동물의료센터,548540075,경상북도 안동시 옥동,,,,,
안동봉화축협동물병원,548588530,경상북도 안동시 광석동,,,,,
안동제1 동물병원,548527582,경상북도 안동시 옥동,,,,,
안락동물병원,515568747,부산광역시 동래구 안락동,,,,,
안민 동물병원,318590087,경기도 양주시 은현면 선암리,,,,,
안산동물병원,314945164,경기도 안산시 단원구 원곡동,,,,,
안상수동물병원,328871537,인천광역시 미추홀구 용현동,,,,,
안성동물병원,633230021,전라북도 무주군 안성면 장기리,,,,,
안성동물의료센터,,경기도 안성시 옥산동,,,,,
안성축협동물병원,3180468000,경기도 안성시 계동,,,,,
안심 동물의료센터,315698875,경기도 구리시 수택동,,,,,
안암동물병원,29253686,서울특별시 동대문구 용두동,,,,,
안양동물병원,314660075,경기도 안양시 만안구 안양동,,,,,
안양본동물의료센터,313968275,경기도 안양시 동안구 관양동,,,,,
안양비산동물병원,314466575,경기도 안양시 만안구 안양동,,,,,
안양축협동물병원,314433841,경기도 안양시 만안구 안양동,,,,,
안양펫동물병원,313857676,경기도 안양시 동안구 호계동,,,,,
안정성평가연구소 전북흡입안전성연구본부 부속 동물병원,635708313,전라북도 정읍시 신정동,,,,,
안정택동물병원,220607512,서울특별시 구로구 오류동,,,,,
안정현동물병원,546318275,경상북도 영주시 휴천동,,,,,
안중동물병원,316838764,경기도 평택시 청북읍 옥길리,,,,,
안창선동물병원,316650046,경기도 평택시 지산동,,,,,
안호영동물병원,425327272,대전광역시 서구 갈마동,,,,,
알로하 동물병원,517577845,,,,,,
알로하 동물병원,3180176125,경기도 성남시 분당구 삼평동,144-01-59924,,,,
알로하동물병원,,경기도 화성시 비봉면 유포리,,,,,
알파동물병원,547432135,경상북도 경주시 노서동,,,,,
알프스동물병원,534730815,대구광역시 남구 봉덕동,,,,,
알프스동물병원,317611600,경기도 광주시 중대동,,,,,
알프스동물병원,,,,,,,
암사동물병원,234265079,서울특별시 강동구 암사동,,,,,
압구정동물병원,25477588,서울특별시 강남구 신사동,,,,,
압구정메이트동물병원,25406303,서울특별시 강남구 신사동,,,,,
압구정웰동물병원,234430275,서울특별시 강남구 신사동,,,,,
앙리동물병원,27667577,서울특별시 성북구 성북동,380-16-00270,,,,
앞선동물병원,,경기도 고양시 덕양구 신원동,,,,,
애견종합동물병원,336478575,강원도 강릉시 옥천동,,,,,
애견종합병원,313358275,경기도 용인시 처인구 김량장동,,,,,
애경동물병원,518080251,부산광역시 부산진구 연지동,,,,,
애나동물병원,325299633,인천광역시 부평구 산곡동,,,,,
애니동물병원,314167584,경기도 안산시 상록구 사동,,,,,
애니온동물병원,314997991,경기도 시흥시 정왕동,,,,,
애니웰 동물병원,,경기도 고양시 일산동구 백석동,,,,,
애니존동물병원,312670975,경기도 수원시 팔달구 인계동,,,,,
애니컴 메디컬센터,222329702,서울특별시 중구 신당동,,,,,
애니케어 동물병원 수유점,29961007,서울특별시 강북구 수유동,,,,,
애니케어동물병원,29670877,서울특별시 동대문구 이문동,,,,,
애니케어동물병원,315677589,경기도 구리시 토평동,,,,,
애니펫동물병원,312668898,경기도 용인시 수지구 상현동,,,,,
애니피아동물병원,616442729,전라남도 여수시 국동,,,,,
애니힐동물병원,324667975,인천광역시 남동구 구월동,,,,,
애드펫동물병원,220682277,서울특별시 영등포구 양평동2가,,,,,
애플동물병원,439118275,충청북도 충주시 칠금동,115-15-00890,,,,
애플동물병원,536331175,대구광역시 달서구 진천동,,,,,
애플동물병원,24550077,서울특별시 광진구 능동,,,,,
애플펫 동물병원,317264800,경기도 광주시 오포읍 신현리,,,,,
앤(N)고양이병원,7043513854,서울특별시 노원구 상계동,,,,,
앨리스in동물병원,536387585,대구광역시 달서구 월성동,,,,,
앨리스동물병원,28997512,경기도 광명시 소하동,,,,,
앨리스동물병원,539630775,대구광역시 동구 신서동,502-29-82095,,,,
야당동물병원,319487579,경기도 파주시 야당동,,,,,
야옹동물병원,23540087,서울특별시 은평구 응암동,,,,,
야탑서울동물병원,5053151234,경기도 성남시 분당구 야탑동,,,,,
약초동물병원,559737584,경상남도 산청군 신안면 하정리,,,,,
양구동물병원,334812618,,,,,,
양덕동물병원,542550099,경상북도 포항시 북구 양덕동,,,,,
양동진동물병원(출장전문),112425110,경기도 양평군 용문면 다문리,,,,,
양북동물병원,,경상북도 경주시 양북면 어일리,,,,,
양산 동물 메디컬센터,553657582,경상남도 양산시 중부동,,,,,
양산에스동물메디컬센터,553822475,경상남도 양산시 물금읍 증산리,,,,,
양수의과병원,,경상북도 영천시 야사동,,,,,
양원주동물병원,,전라남도 해남군 해남읍 구교리,,,,,
양주 온 동물병원,318680075,경기도 양주시 옥정동,,,,,
양주24시해든동물의료센터,318489111,경기도 양주시 광사동,497-09-00871,,,,
양주동물병원,318553113,경기도 양주시 광적면 석우리,,,,,
양주축협동물병원,318632223,경기도 양주시 고읍동,,,,,
양지가축동물병원,24782208,서울특별시 강동구 길동,,,,,
양지동물병원,518675595,부산광역시 연제구 연산동,,,,,
양지동물병원,28743535,서울특별시 관악구 봉천동,119-19-67312,,,,
양지종합동물병원,313387588,경기도 용인시 처인구 양지면 양지리,,,,,
양천종합동물병원,226070022,서울특별시 양천구 신월동,,,,,
양평가축병원,317723332,경기도 양평군 양평읍 양근리,,,,,
양하무역산업동물병원,3115664343,경기도 안성시 죽산면 용설리,,,,,
어강동물병원,315957582,경기도 남양주시 일패동,,,,,
어니스트 동물병원,316984789,경기도 성남시 분당구 운중동,,,,,
어바웃동물병원,414152023,충청남도 천안시 서북구 불당동,776-36-00519,,,,
어울동물의료센터,,서울특별시 은평구 녹번동,,,,,
어울림 동물병원,549757579,경상북도 칠곡군 석적읍 중리,359-17-00327,,,,
어울림동물병원,623622882,광주광역시 서구 풍암동,,,,,
어울림동물병원,23054242,서울특별시 서대문구 남가좌동,,,,,
어울림동물병원,315482911,경기도 용인시 수지구 신봉동,,,,,
어정동물병원,312849200,경기도 용인시 기흥구 중동,,,,,
어진종합동물병원,536388275,대구광역시 달서구 상인동,,,,,
언양동물병원,,울산광역시 울주군 두동면 봉계리,,,,,
언제나동물병원,415437009,충청남도 아산시 배방읍 장재리,,,,,
엄궁종합동물병원,513167597,부산광역시 사상구 엄궁동,,,,,
엄마손동물병원,425850076,대전광역시 서구 도마동,,,,,
엉클장동물병원,27130053,서울특별시 용산구 원효로1가,,,,,
에니펫동물병원,415230275,충청남도 천안시 동남구 신부동,,,,,
에덴동물병원,312242470,경기도 수원시 팔달구 매교동,,,,,
에덴동물병원,319433710,경기도 파주시 동패동,,,,,
에덴동물병원,,전라남도 함평군 함평읍 기각리,,,,,
에덴동물병원,615422785,전라남도 진도군 진도읍 남동리,,,,,
에듀동물병원,647947579,제주특별자치도 서귀포시 대정읍 보성리,,,,,
에버그린 펫 클리닉,638347553,전라북도 익산시 어양동,445-23-00478,,,,
에버랜드 동물병원,313208708,경기도 용인시 처인구 포곡읍 전대리,,,,,
에버펫 동물병원,24097533,서울특별시 송파구 가락동,,,,,
에버펫동물병원,317141175,경기도 성남시 분당구 금곡동,,,,,
에스 클래스 동물병원,312177801,경기도 수원시 영통구 원천동,,,,,
에스동물암센터,,경상남도 양산시 동면 석산리,,,,,
에이드 동물병원,25454975,서울특별시 강남구 신사동,,,,,
에이벳(AVET) 동물메디컬센터,316137515,경기도 화성시 반송동,,,,,
에이블 동물병원,220581882,서울특별시 서초구 양재동,,,,,
에이비씨(ABC)동물병원,234710075,서울특별시 서초구 서초동,628-01-01589,,,,
에이스 동물병원,312662900,경기도 용인시 수지구 동천동,,,,,
에이스동물메디컬센터,318758090,경기도 의정부시 의정부동,,,,,
에이스동물병원,432380055,충청북도 청주시 흥덕구 개신동,,,,,
에이스동물병원,432380055,충청북도 청주시 서원구 개신동,,,,,
에이스종합동물병원,515828701,부산광역시 금정구 구서동,,,,,
에이원동물병원,25218181,서울특별시 서초구 서초동,,,,,
에이치동물메디컬센터,515837575,부산광역시 금정구 부곡동,533-39-00723,,,,
에이플러스 동물병원,231447582,서울특별시 서대문구 연희동,183-19-00743,,,,
에코동물병원,24432222,서울특별시 송파구 가락동,215-21-41312,,,,
에코동물병원,632517975,전라북도 전주시 덕진구 송천동2가,,,,,
에코바이오,317331330,경기도 성남시 중원구 금광동,,,,,
에피소드 동물병원,,,,,,,
엑슬루 동물병원,429347582,대전광역시 대덕구 석봉동,,,,,
엔젤동물병원,24350166,서울특별시 중랑구 면목동,,,,,
엔젤동물병원,29770275,서울특별시 노원구 공릉동,,,,,
엔젤동물병원,317135004,경기도 성남시 분당구 금곡동,,,,,
엔젤동물병원,622511255,광주광역시 북구 두암동,,,,,
엔젤동물병원,,충청남도 천안시 서북구 쌍용동,,,,,
엔케어동물의료센터,316572475,경기도 평택시 죽백동,,,,,
엘S동물병원,25957582,서울특별시 동작구 동작동,405-76-00253,,,,
엘동물병원,232953927,서울특별시 동대문구 용두동,,,,,
엘동물병원,314517577,경기도 의왕시 오전동,877-44-00535,,,,
엘동물의료센터,518628275,부산광역시 연제구 연산동,542-02-01337,,,,
엘림동물병원,,광주광역시 광산구 선암동,,,,,
엘림동물병원,,경기도 부천시 도당동,,,,,
엘앰시 동물병원,317762524,경기도 성남시 중원구 상대원동,,,,,
엘케이동물의료센터,432887599,충청북도 청주시 상당구 용암동,,,,,
여서동물병원,116497107,전라남도 여수시 여서동,,,,,
여수 죽림 동물병원,,전라남도 여수시 소라면 죽림리,,,,,
여수동물병원,616414542,전라남도 여수시 서교동,,,,,
여의도 동물병원,27837580,서울특별시 영등포구 여의도동,,,,,
여주동물병원,,경기도 여주시 강천면 간매리,,,,,
여천종합동물병원,616445250,전라남도 여수시 돌산읍 군내리,,,,,
여한경,,충청남도 서산시 동문동,,,,,
역삼동물병원,25565252,서울특별시 강남구 역삼동,,,,,
연 동물병원,24238280,서울특별시 송파구 잠실동,,,,,
연경동물병원,539857550,대구광역시 북구 연경동,,,,,
연기동물병원,114662702,세종특별자치시 조치원읍 상리,,,,,
연기동물병원,114662702,충청남도 연기군 조치원읍 상리,,,,,
연두 동물병원,312948277,경기도 수원시 권선구 금곡동,,,,,
연두동물병원,629597533,광주광역시 광산구 신창동,,,,,
연두동물병원,24550975,,,,,,
연산동물병원,,충청남도 논산시 벌곡면 한삼천리,,,,,
연산동물의료센터,517910175,부산광역시 연제구 연산동,,,,,
연서동물종합병원,23587582,서울특별시 은평구 대조동,,,,,
연성 동물병원,547610005,경상북도 경주시 안강읍 안강리,,,,,
연수동물메디컬센터,328175182,인천광역시 연수구 연수동,,,,,
